feature,missing_pct_dev,non_missing_pct_dev,feature_family
loc_og_t2o_mou,1.0250183038982839,98.97498169610172,Voice / Call Behavior
std_og_t2o_mou,1.0250183038982839,98.97498169610172,Voice / Call Behavior
loc_ic_t2o_mou,1.0250183038982839,98.97498169610172,Voice / Call Behavior
arpu_6,0.0,100.0,Customer Value
arpu_7,0.0,100.0,Customer Value
arpu_8,0.0,100.0,Customer Value
onnet_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
onnet_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
onnet_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
offnet_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
offnet_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
offnet_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
roam_ic_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
roam_ic_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
roam_ic_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
roam_og_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
roam_og_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
roam_og_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_og_t2t_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_og_t2t_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_og_t2t_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_og_t2m_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_og_t2m_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_og_t2m_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_og_t2f_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_og_t2f_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_og_t2f_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_og_t2c_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_og_t2c_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_og_t2c_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_og_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_og_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_og_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_og_t2t_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_og_t2t_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_og_t2t_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_og_t2m_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_og_t2m_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_og_t2m_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_og_t2f_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_og_t2f_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_og_t2f_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_og_t2c_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_og_t2c_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_og_t2c_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_og_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_og_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_og_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
isd_og_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
isd_og_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
isd_og_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
spl_og_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
spl_og_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
spl_og_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
og_others_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
og_others_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
og_others_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
total_og_mou_6,0.0,100.0,Voice / Call Behavior
total_og_mou_7,0.0,100.0,Voice / Call Behavior
total_og_mou_8,0.0,100.0,Voice / Call Behavior
loc_ic_t2t_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_ic_t2t_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_ic_t2t_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_ic_t2m_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_ic_t2m_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_ic_t2m_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_ic_t2f_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_ic_t2f_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_ic_t2f_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
loc_ic_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
loc_ic_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
loc_ic_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_ic_t2t_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_ic_t2t_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_ic_t2t_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_ic_t2m_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_ic_t2m_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_ic_t2m_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_ic_t2f_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_ic_t2f_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_ic_t2f_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_ic_t2o_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_ic_t2o_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_ic_t2o_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
std_ic_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
std_ic_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
std_ic_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
total_ic_mou_6,0.0,100.0,Voice / Call Behavior
total_ic_mou_7,0.0,100.0,Voice / Call Behavior
total_ic_mou_8,0.0,100.0,Voice / Call Behavior
spl_ic_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
spl_ic_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
spl_ic_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
isd_ic_mou_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
isd_ic_mou_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
isd_ic_mou_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
ic_others_6,4.017928891587349,95.98207110841265,Voice / Call Behavior
ic_others_7,3.8804264361863607,96.11957356381365,Voice / Call Behavior
ic_others_8,5.36616725298666,94.63383274701334,Voice / Call Behavior
total_rech_num_6,0.0,100.0,Recharge Activity
total_rech_num_7,0.0,100.0,Recharge Activity
total_rech_num_8,0.0,100.0,Recharge Activity
total_rech_amt_6,0.0,100.0,Recharge Activity
total_rech_amt_7,0.0,100.0,Recharge Activity
total_rech_amt_8,0.0,100.0,Recharge Activity
max_rech_amt_6,0.0,100.0,Recharge Activity
max_rech_amt_7,0.0,100.0,Recharge Activity
max_rech_amt_8,0.0,100.0,Recharge Activity
date_of_last_rech_6,1.6232432722012893,98.3767567277987,Recharge Activity
date_of_last_rech_7,1.757174235254201,98.2428257647458,Recharge Activity
date_of_last_rech_8,3.5482776478151394,96.45172235218486,Recharge Activity
last_day_rch_amt_6,0.0,100.0,Original / Other
last_day_rch_amt_7,0.0,100.0,Original / Other
last_day_rch_amt_8,0.0,100.0,Original / Other
date_of_last_rech_data_6,74.97455311701995,25.02544688298005,Recharge Activity
date_of_last_rech_data_7,74.50847336559582,25.49152663440418,Recharge Activity
date_of_last_rech_data_8,73.76203146484758,26.23796853515242,Recharge Activity
total_rech_data_6,74.97455311701995,25.02544688298005,Recharge Activity
total_rech_data_7,74.50847336559582,25.49152663440418,Recharge Activity
total_rech_data_8,73.76203146484758,26.23796853515242,Recharge Activity
max_rech_data_6,74.97455311701995,25.02544688298005,Recharge Activity
max_rech_data_7,74.50847336559582,25.49152663440418,Recharge Activity
max_rech_data_8,73.76203146484758,26.23796853515242,Recharge Activity
count_rech_2g_6,74.97455311701995,25.02544688298005,Recharge Activity
count_rech_2g_7,74.50847336559582,25.49152663440418,Recharge Activity
count_rech_2g_8,73.76203146484758,26.23796853515242,Recharge Activity
count_rech_3g_6,74.97455311701995,25.02544688298005,Recharge Activity
count_rech_3g_7,74.50847336559582,25.49152663440418,Recharge Activity
count_rech_3g_8,73.76203146484758,26.23796853515242,Recharge Activity
av_rech_amt_data_6,74.97455311701995,25.02544688298005,Recharge Activity
av_rech_amt_data_7,74.50847336559582,25.49152663440418,Recharge Activity
av_rech_amt_data_8,73.76203146484758,26.23796853515242,Recharge Activity
vol_2g_mb_6,0.0,100.0,Data Engagement
vol_2g_mb_7,0.0,100.0,Data Engagement
vol_2g_mb_8,0.0,100.0,Data Engagement
vol_3g_mb_6,0.0,100.0,Data Engagement
vol_3g_mb_7,0.0,100.0,Data Engagement
vol_3g_mb_8,0.0,100.0,Data Engagement
arpu_3g_6,74.97455311701995,25.02544688298005,Customer Value
arpu_3g_7,74.50847336559582,25.49152663440418,Customer Value
arpu_3g_8,73.76203146484758,26.23796853515242,Customer Value
arpu_2g_6,74.97455311701995,25.02544688298005,Customer Value
arpu_2g_7,74.50847336559582,25.49152663440418,Customer Value
arpu_2g_8,73.76203146484758,26.23796853515242,Customer Value
night_pck_user_6,74.97455311701995,25.02544688298005,Original / Other
night_pck_user_7,74.50847336559582,25.49152663440418,Original / Other
night_pck_user_8,73.76203146484758,26.23796853515242,Original / Other
monthly_2g_6,0.0,100.0,Data Engagement
monthly_2g_7,0.0,100.0,Data Engagement
monthly_2g_8,0.0,100.0,Data Engagement
sachet_2g_6,0.0,100.0,Data Engagement
sachet_2g_7,0.0,100.0,Data Engagement
sachet_2g_8,0.0,100.0,Data Engagement
monthly_3g_6,0.0,100.0,Data Engagement
monthly_3g_7,0.0,100.0,Data Engagement
monthly_3g_8,0.0,100.0,Data Engagement
sachet_3g_6,0.0,100.0,Data Engagement
sachet_3g_7,0.0,100.0,Data Engagement
sachet_3g_8,0.0,100.0,Data Engagement
fb_user_6,74.97455311701995,25.02544688298005,Original / Other
fb_user_7,74.50847336559582,25.49152663440418,Original / Other
fb_user_8,73.76203146484758,26.23796853515242,Original / Other
aon,0.0,100.0,Customer Tenure
aug_vbc_3g,0.0,100.0,Data Engagement
jul_vbc_3g,0.0,100.0,Data Engagement
jun_vbc_3g,0.0,100.0,Data Engagement
date_of_last_rech_6_missing,0.0,100.0,Recharge Activity
date_of_last_rech_7_missing,0.0,100.0,Recharge Activity
date_of_last_rech_8_missing,0.0,100.0,Recharge Activity
date_of_last_rech_data_6_missing,0.0,100.0,Recharge Activity
date_of_last_rech_data_7_missing,0.0,100.0,Recharge Activity
date_of_last_rech_data_8_missing,0.0,100.0,Recharge Activity
voice_rech_recency_6,1.6232432722012893,98.3767567277987,Recharge Activity
voice_rech_recency_7,1.757174235254201,98.2428257647458,Recharge Activity
voice_rech_recency_8,3.5482776478151394,96.45172235218486,Recharge Activity
data_rech_recency_6,74.97455311701995,25.02544688298005,Recharge Activity
data_rech_recency_7,74.50847336559582,25.49152663440418,Recharge Activity
data_rech_recency_8,73.76203146484758,26.23796853515242,Recharge Activity
av_rech_amt_data_6_missing,0.0,100.0,Recharge Activity
av_rech_amt_data_7_missing,0.0,100.0,Recharge Activity
av_rech_amt_data_8_missing,0.0,100.0,Recharge Activity
count_rech_2g_6_missing,0.0,100.0,Recharge Activity
count_rech_2g_7_missing,0.0,100.0,Recharge Activity
count_rech_2g_8_missing,0.0,100.0,Recharge Activity
count_rech_3g_6_missing,0.0,100.0,Recharge Activity
count_rech_3g_7_missing,0.0,100.0,Recharge Activity
count_rech_3g_8_missing,0.0,100.0,Recharge Activity
fb_user_6_missing,0.0,100.0,Missingness Signal
fb_user_7_missing,0.0,100.0,Missingness Signal
fb_user_8_missing,0.0,100.0,Missingness Signal
max_rech_data_6_missing,0.0,100.0,Recharge Activity
max_rech_data_7_missing,0.0,100.0,Recharge Activity
max_rech_data_8_missing,0.0,100.0,Recharge Activity
night_pck_user_6_missing,0.0,100.0,Missingness Signal
night_pck_user_7_missing,0.0,100.0,Missingness Signal
night_pck_user_8_missing,0.0,100.0,Missingness Signal
total_rech_data_6_missing,0.0,100.0,Recharge Activity
total_rech_data_7_missing,0.0,100.0,Recharge Activity
total_rech_data_8_missing,0.0,100.0,Recharge Activity
onnet_mou_8_missing,0.0,100.0,Voice / Call Behavior
offnet_mou_8_missing,0.0,100.0,Voice / Call Behavior
roam_ic_mou_8_missing,0.0,100.0,Voice / Call Behavior
roam_og_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_og_t2t_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_og_t2m_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_og_t2f_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_og_t2c_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_og_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_og_t2t_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_og_t2m_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_og_t2f_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_og_t2c_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_og_mou_8_missing,0.0,100.0,Voice / Call Behavior
isd_og_mou_8_missing,0.0,100.0,Voice / Call Behavior
spl_og_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_ic_t2t_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_ic_t2m_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_ic_t2f_mou_8_missing,0.0,100.0,Voice / Call Behavior
loc_ic_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_ic_t2t_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_ic_t2m_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_ic_t2f_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_ic_t2o_mou_8_missing,0.0,100.0,Voice / Call Behavior
std_ic_mou_8_missing,0.0,100.0,Voice / Call Behavior
spl_ic_mou_8_missing,0.0,100.0,Voice / Call Behavior
isd_ic_mou_8_missing,0.0,100.0,Voice / Call Behavior
tenure_years,0.0,100.0,Customer Tenure
tenure_band,0.0,100.0,Customer Tenure
arpu_avg_6_8,0.0,100.0,Customer Value
arpu_min_6_8,0.0,100.0,Customer Value
arpu_max_6_8,0.0,100.0,Customer Value
arpu_std_6_8,0.0,100.0,Customer Value
arpu_change_6_to_8,0.0,100.0,Customer Value
arpu_pct_change_6_to_8,3.7786389042661477,96.22136109573385,Customer Value
arpu_change_7_to_8,0.0,100.0,Customer Value
arpu_pct_change_7_to_8,3.8357827818353902,96.16421721816461,Customer Value
recharge_amount_avg_6_8,0.0,100.0,Recharge Activity
recharge_amount_min_6_8,0.0,100.0,Recharge Activity
recharge_amount_max_6_8,0.0,100.0,Recharge Activity
recharge_amount_std_6_8,0.0,100.0,Recharge Activity
recharge_count_avg_6_8,0.0,100.0,Recharge Activity
recharge_count_min_6_8,0.0,100.0,Recharge Activity
recharge_count_max_6_8,0.0,100.0,Recharge Activity
recharge_count_std_6_8,0.0,100.0,Recharge Activity
recharge_amt_change_6_to_8,0.0,100.0,Recharge Activity
recharge_amt_pct_change_6_to_8,11.23412918087823,88.76587081912177,Recharge Activity
recharge_amt_change_7_to_8,0.0,100.0,Recharge Activity
recharge_amt_pct_change_7_to_8,11.787710494830266,88.21228950516974,Recharge Activity
recharge_num_change_6_to_8,0.0,100.0,Recharge Activity
recharge_num_pct_change_6_to_8,1.6232432722012893,98.3767567277987,Recharge Activity
avg_recharge_amt_8,3.5482776478151394,96.45172235218486,Recharge Activity
total_og_mou_avg_6_8,0.0,100.0,Voice / Call Behavior
total_og_mou_min_6_8,0.0,100.0,Voice / Call Behavior
total_og_mou_max_6_8,0.0,100.0,Voice / Call Behavior
total_og_mou_std_6_8,0.0,100.0,Voice / Call Behavior
total_og_mou_change_6_to_8,0.0,100.0,Voice / Call Behavior
total_og_mou_pct_change_6_to_8,10.10910909123377,89.89089090876622,Voice / Call Behavior
total_og_mou_change_7_to_8,0.0,100.0,Voice / Call Behavior
total_og_mou_pct_change_7_to_8,9.739459633207735,90.26054036679227,Voice / Call Behavior
total_ic_mou_avg_6_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_min_6_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_max_6_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_std_6_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_change_6_to_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_pct_change_6_to_8,8.532295219557492,91.4677047804425,Voice / Call Behavior
total_ic_mou_change_7_to_8,0.0,100.0,Voice / Call Behavior
total_ic_mou_pct_change_7_to_8,7.967999428561225,92.03200057143877,Voice / Call Behavior
loc_og_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_og_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_og_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_og_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_og_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
loc_og_mou_pct_change_6_to_8,15.748495508848373,84.25150449115162,Voice / Call Behavior
loc_og_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
loc_og_mou_pct_change_7_to_8,14.03775067411918,85.96224932588082,Voice / Call Behavior
std_og_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_og_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_og_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_og_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_og_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
std_og_mou_pct_change_6_to_8,36.39172128073716,63.60827871926284,Voice / Call Behavior
